tweet_id,tweet,tweet_fake_or_real,tweet_posted_date,user_name,likes
81bb4e32-77e4-4a4c-83e7-d35871e1070d,However green run understand democratic media western amount care. tax,FALSE,08-03-2019 07:33,cookdustin,916
ed71fb97-e25c-4038-9afd-db9e7ddfacc0,Clearly show education teacher feel run cover more prevent best piece share sound. democracy,FALSE,09-10-2020 04:53,christopher40,157
26bb2801-54e3-4fc0-8d8a-b6ca33208cf7,Mrs yourself discussion affect budget onto walk street billion federal along. election,FALSE,27-06-2020 16:27,bensoncharles,153
5c7b2810-ca14-4ec6-9a8c-b9c30606d6d5,What TV movie current science night quickly western usually discuss. congress,TRUE,23-06-2020 13:10,serranokyle,959
de59b940-6295-4bdd-a3e5-39051eb085f6,Green find radio foreign you sort. congress,TRUE,04-05-2020 17:38,slee,326
9d2df57e-c8de-4c9e-86ea-f09d561bfb1b,Discussion administration apply positive expect ready dog image. foreign policy,FALSE,01-04-2021 00:23,jackconrad,443
f0867c94-9034-461d-a9ac-9da0385d6a8a,Could character fund write it although focus ready. campaign,FALSE,21-05-2019 04:35,lkennedy,931
0faba891-6e85-4b3d-bc35-0df26e2b76e7,Short weight thousand want treatment line pay issue politics cause. election,TRUE,09-03-2019 21:12,olsonbrian,835
eefbe91e-48b8-4c25-8994-543e69dd46fc,Five rule kitchen modern painting get their century sell behind language event age. immigration,TRUE,23-06-2019 14:03,reneejacobs,773
7f7c97fc-57e3-4885-ab90-8d779bf52d7a,Phone color first commercial thank become such choose voice defense father development follow. campaign,FALSE,22-03-2023 22:50,tiffanysmith,856
a141f57e-7db3-46e8-b8aa-f2938a64c6a2,Main walk someone election official particularly who into hand several someone newspaper own. foreign policy,FALSE,10-08-2021 02:47,xsavage,303
58902140-09c9-4b64-b4a2-b0a9f0869b9b,Talk stock store evening common seek citizen structure operation together. tax,TRUE,14-03-2023 03:35,hernandezthomas,632
0b8497b8-44d2-4d22-8d65-69c952d329a6,Law design value employee training around. economy,FALSE,12-12-2022 12:01,rachel91,958
abffbc2b-8488-415c-9f88-29896dec3cc4,Age without during like discussion Congress product than security. president,TRUE,23-06-2021 06:37,andreacampbell,897
7d12ebe7-ec5e-4150-9302-8f901e5b66fc,Marriage listen even source culture in long see stuff bit wall. protest,FALSE,13-11-2021 00:15,tdavenport,999
5d0a9366-7fe9-47a4-b70b-f9989d6be6a1,Republican worker provide fact face animal. democracy,TRUE,08-08-2022 17:47,rsanders,575
57392a9b-9035-41f4-b32b-76256bbe30d6,Wrong all kitchen lot business consumer. rally,TRUE,28-05-2023 00:31,virginia18,741
cc6d54e3-e58f-4d31-82fc-c6d0244edab5,For girl part candidate spend writer when impact. senate,FALSE,06-04-2021 17:24,donna98,614
17e7d60f-e397-40cb-8cdb-f015f18213ad,Sometimes live fall father performance phone pay security sound. foreign policy,TRUE,01-12-2020 17:34,smithcalvin,491
65829ebb-ee0d-41fd-96a1-f4c6133d74b2,Large indicate huge personal professor maintain culture not PM contain compare field town. rally,TRUE,27-02-2019 23:05,bgay,493
8cc189a4-4aff-4938-97a1-37c0810dcc20,Once long purpose like write bag decade view. vote,TRUE,26-09-2019 02:31,klopez,756
ae19541e-c0d8-46d9-8170-9fdc81e4aa84,Last under own data large him total tend that to entire result scene. protest,TRUE,22-08-2023 20:32,hamiltonkarla,865
93e3d56f-95d8-4d2f-a1f7-183c2cc0c30e,Pick beautiful data one must want administration seem write indicate long must. foreign policy,FALSE,29-08-2019 18:27,lawrenceandrea,373
869018f2-2beb-4917-b9ba-299ac9d65b35,Manager another star pick figure item range accept for require summer drop. vote,TRUE,25-06-2022 15:22,jaclyn47,965
9e42dfd6-7329-42ea-b840-e145352f9c64,Receive edge hundred shoulder event heart enter practice pretty inside address same. election,TRUE,07-08-2023 10:24,dshepherd,552
8ea19756-8848-4aed-9cda-cf8042cc5d03,Single bill partner owner market executive special system modern left program. healthcare,FALSE,30-09-2023 21:26,margaret49,398
6d1fbe98-daf5-4210-a8db-5de3951e4a54,Two if all performance one fly world down future reality Mr table exist network. campaign,FALSE,23-06-2020 12:35,yhernandez,182
bf5b4c58-be10-4549-b603-9bdbcde0245b,Page personal fund figure power time. congress,FALSE,01-12-2023 13:02,williamsadrian,555
306ca9e9-b9d9-4efe-8d93-cb013e2c976f,Learn really impact room nothing where control natural anyone parent worry they back. healthcare,TRUE,08-11-2019 18:35,cgarrett,4
b197ee5e-c6df-4db1-aafa-ae93d90bbe0b,Congress choose candidate few film style which indicate decision star training art bad. foreign policy,TRUE,29-07-2021 18:07,yleach,662
9523187f-b24d-4a48-babb-ac5dd8fdead1,Rate soldier herself voice like total. climate change,FALSE,26-02-2022 17:16,vmiller,23
bc1ea781-7655-4841-b841-b257e7867dc8,Turn most property growth pass commercial. election,TRUE,12-07-2023 08:09,uthompson,6
d9565f68-5d84-4d84-9024-66f40a4579f9,Report trip personal cold arm indeed add kind traditional scene wife few. climate change,TRUE,29-11-2022 08:10,hcox,962
bc0c4cc9-99fa-4ad2-a799-7a0b8853b525,Either hear generation player popular tough government think morning. healthcare,FALSE,26-09-2019 08:37,olewis,145
561e2466-149d-44d4-93f2-9a1cfb010007,He street stop far newspaper throughout probably. debate,FALSE,20-12-2020 18:12,michaelsmith,153
59c6f778-7b4a-4073-a3e8-b731c7819039,Employee simple item kid word director firm door such recently future stuff yourself. policy,FALSE,09-03-2020 20:22,loweryalfred,871
89fc2fce-966e-4bef-a1db-8cfd1087148b,Night unit level gun customer prevent both policy base cell. debate,FALSE,24-05-2019 23:10,timothy70,703
d99d571e-cfbc-4317-8750-efb9acc27638,Low traditional whose blue everything style impact bill design. healthcare,TRUE,24-01-2021 05:38,amber91,625
6e5c6ffe-fbfd-4457-bde5-07c853ad1cfa,Easy red tax herself gas discover space guess around cause. climate change,FALSE,02-08-2020 00:57,melissa20,996
91200f1d-9ca0-45f3-acb0-c93eec0e6556,Tax style just bar minute however certainly within board head save player require. election,TRUE,16-12-2021 23:27,john86,552
b209e323-6e41-4281-8580-774b87e5fb97,House agreement political believe itself material she wish try so although. democracy,FALSE,30-09-2023 11:29,ohale,645
930547be-091f-4ac2-a70e-d5edcd3c24e4,Job certain lead may far oil who whatever manage. vote,TRUE,19-12-2023 09:07,markgreen,914
ff4f0e7d-1c7a-4d3f-865e-fe5710cb48c6,Member song administration national money assume lose shoulder easy tough federal. healthcare,TRUE,28-03-2021 07:51,sanchezangela,187
be5042e3-ba4f-4318-b743-451a7171d568,Prevent however fish president perform new accept ability measure player small line. climate change,FALSE,09-08-2023 00:08,michellecarr,126
50a4ad02-1a54-45cf-a7ff-1489e48d2312,Instead local page glass paper peace public since so yes work. protest,FALSE,01-01-2023 15:17,samanthacharles,989
14169497-3cac-4923-8c6b-1dea7ca08d07,Food still or able recently drug quality establish scene. protest,TRUE,01-08-2021 13:36,jenniferstanley,334
8a16ce38-4886-4ae7-97ef-c1bc6cd162a2,Spring career food himself attention piece. vote,FALSE,28-10-2021 12:47,rebecca66,658
b2e39a14-3524-4478-a5fb-9834581b711a,Worker write throughout region paper shake simple win table. government,FALSE,31-08-2022 07:31,bushjennifer,101
79f0b214-8247-4535-a29b-832fad673d98,Nature recognize even third nor whatever. tax,FALSE,27-08-2022 19:18,jrobinson,457
05fd7bf6-828c-45ff-9eb5-61246d8d2238,Blood job court test generation scientist whose behavior security. protest,TRUE,21-11-2021 11:02,brittanyfowler,556
fa38e7f3-4968-4659-8670-5971156afedb,Age money research buy consumer government sure. healthcare,TRUE,31-07-2021 00:23,lauriereeves,647
d9690d15-28f7-4831-ba0b-5caf85e785d4,Voice manager something deal able data feel decision. economy,FALSE,21-10-2020 23:11,alantaylor,59
5d002eb4-4df4-40a3-bf06-e49c959c31ca,Theory officer join better issue social. protest,TRUE,08-06-2022 14:37,fletcherkim,970
9318d1f2-095b-46c9-a364-88a9355ffd9c,Family administration body example industry above. vote,TRUE,20-01-2020 13:19,heidiblair,71
7814fcab-7972-4695-be0e-1a2ef797bb82,Son writer pick score scientist than east. tax,TRUE,20-02-2023 09:55,oconnorlinda,671
eafb3c55-b5e0-446a-99ad-87705804a2b8,Send leave no simple response take arrive pressure way paper happen age value. climate change,TRUE,21-01-2021 22:08,christophergarcia,470
2aa8d4c8-8a48-4838-af8d-4705d87ee1ba,According arrive often hear easy account their manager. rally,FALSE,16-11-2021 12:03,rogersdiana,72
4d9d36e3-ddb8-447d-b996-b11802ce971e,Test type town war understand performance friend physical its audience must. protest,TRUE,24-02-2020 02:54,christopher50,122
7c4b1ba1-b0d7-4a66-9cd7-190eab2cb703,Create exist test effect child either charge movement change project box population. debate,FALSE,23-08-2022 07:26,brandonrose,104
62157b4a-93c9-4edb-a7c8-c8ed1404fcf7,Table term everyone time there final director chair play. campaign,FALSE,04-04-2021 06:44,allison96,148
38451240-4714-4abd-8418-51b369e8624a,Experience two key network movie then color raise news page cell late sister. debate,TRUE,22-02-2021 09:19,crystalharrison,831
52df7bd9-15db-4bf1-9291-77460b7ee28c,Behavior region thank skin in responsibility. debate,FALSE,13-01-2022 01:04,michaelwells,362
062d69cc-725b-4ca5-b7b8-7ee90271ca65,Well civil material wide design position. education,TRUE,05-08-2021 13:09,christopherlopez,836
bb6ca9a2-b0fd-435d-a7c6-880f3ca57194,Form father cause matter class shake simple. climate change,TRUE,07-09-2023 08:07,jacksondanielle,474
7251ef04-0356-4057-9f38-5320d2fd0205,Republican finish control space successful event expect white cup. education,FALSE,14-07-2022 18:46,gary94,357
44468174-feec-4c81-bb6c-9d2b6764e544,My charge during anything author down ball. protest,TRUE,24-11-2023 03:20,dorishodge,64
f354e48b-7361-4b4d-a6e0-a6b6afd00cac,Since throughout fine usually seat early take approach. vote,TRUE,17-05-2021 16:47,asweeney,202
9e893085-ca1b-4368-a77b-aee423b11e32,Another goal food rise both good foreign. government,TRUE,08-07-2023 17:27,kingpaula,68
20e3776a-ad7b-4fcc-a1ea-b9fa9fccda58,Ahead sell decision move modern task tend affect white well. congress,TRUE,15-03-2021 08:18,lisagay,342
b3b2a3e8-a65f-4c8f-9e54-1467868a1fef,Pick sign science focus floor morning program easy child sea. education,FALSE,27-04-2023 22:31,barbarafields,320
c67c98c2-309b-43fa-869d-bae33b95ee35,Region box though likely material brother model anyone around. congress,FALSE,19-01-2022 08:43,wrightsteven,474
9696b092-3978-4cde-a1f9-5bf1e9fd6467,Rich would sometimes story standard probably those first environment. climate change,TRUE,07-11-2019 15:20,jeremyhenderson,224
902ac3b2-a4dc-4573-9eae-0366e0124d1f,Technology thank again tend range bad success analysis born else individual. election,TRUE,21-10-2019 19:02,sean62,973
a569d919-a633-4310-a0ae-02859ee34566,Close fire draw owner live determine sometimes to. democracy,TRUE,23-04-2021 16:33,samantharich,790
c9c7620b-b484-44d5-b25e-9c7bb90a956c,Blue wear fine section center recent put community summer claim protect free. rally,FALSE,14-12-2019 23:31,greese,875
4362efad-3a1e-4ae0-99dd-523ce27a9bc4,Forget decision there organization season while. vote,TRUE,31-08-2022 10:19,mollyallen,949
604ed1be-5a8f-4931-aeea-6a89ce51bb1e,Picture provide know tax final lawyer former sound building able policy. climate change,FALSE,30-03-2019 14:11,michael18,28
cc2f4f4f-ee9e-4411-98a6-009d7585f586,Cut rule policy response long degree member still figure tell. economy,TRUE,30-04-2023 02:42,linnicholas,872
edbf793a-ab62-42fe-9baa-dc2fd9fafaaf,Evidence personal actually bank leg else. democracy,FALSE,02-02-2020 12:51,jesustorres,77
8f613b41-0148-4e43-aacb-ecebb569b866,The challenge relate day sometimes stuff stage seven. senate,FALSE,28-04-2020 19:01,hmacdonald,599
124308aa-230f-4763-bf27-380ac0ebae32,Other throw be tree probably of hit. government,FALSE,30-01-2021 03:30,victoria27,167
3e2f6a7e-938a-4be9-b00c-8583f573381e,Check than administration smile sort individual team yeah stuff back or. election,FALSE,08-01-2020 14:25,rebecca82,437
59ebf91d-4e9c-40b8-bfc0-6e71b815cd7d,Than within I spring wrong director. foreign policy,TRUE,04-09-2023 12:51,ereynolds,712
ffabc861-e0a2-4728-8a66-819a2667e4e6,Choice husband few one book management. economy,FALSE,15-04-2022 08:36,pwilliams,462
c3c1d5bf-4412-44d2-8c64-706a518c187b,Amount whether fish assume game bar hand price gas ok. congress,TRUE,21-02-2023 05:58,marissa86,946
5c6e4465-6848-40fc-b063-be016d062a74,Stuff about modern day since already key six arm nearly discussion. election,TRUE,07-02-2020 03:34,hhuerta,587
ff3e7526-038a-44d0-8080-bb97ab1a31a2,Woman produce federal notice bad compare begin bed local you into. healthcare,FALSE,16-10-2023 18:56,barbara53,85
e4448eae-2f8a-4327-99b1-ef60a620a3e9,Add me society a contain walk still direction from since institution clearly give. climate change,FALSE,26-04-2022 01:29,elizabethtaylor,778
7b76278e-2d25-4925-947d-c6357ae4750b,Us station husband use lawyer body surface drive ability after reveal. vote,TRUE,05-03-2019 02:47,sjohnson,937
489e0bcc-b59a-4080-baf2-41cd7a5cef23,Doctor price fine man occur poor soon. tax,FALSE,18-02-2023 04:18,wardlori,303
3bbeb8c0-72cf-4bd9-a54e-b35d0076bf59,Every word movement research education pick place husband suggest through herself animal. campaign,TRUE,25-10-2020 22:51,dariusmays,192
0799facd-2f24-4f3d-96f1-35c56cf110ec,Tv part two various herself Mr well answer sense stuff. education,TRUE,26-03-2022 05:45,zwall,686
3f036124-aa57-42d3-a095-c072086b96aa,Example down central paper real partner reality. education,TRUE,02-09-2022 21:36,hmunoz,952
605ae5f0-90be-460a-9e01-0e770beba35a,Everybody second range small good must military. debate,FALSE,02-01-2019 10:57,reginaldgibson,721
9bb327a3-1e13-4b8d-bbbb-afbe50d6c2a6,Opportunity cell answer discussion manage once example wonder personal record challenge. election,FALSE,02-12-2022 08:21,michael71,567
7b04229a-ecf4-4fa4-8eb5-9ea5c16f627d,Him sometimes send situation water inside good coach. campaign,TRUE,24-06-2021 22:02,kristyphillips,697
4ccaa75d-ee49-4a52-aab1-af389186688c,Writer hold senior break oil school. economy,TRUE,25-09-2022 03:20,megan85,385
48c2129d-fa31-4baa-a354-d6aeb130232d,Capital occur them price television mind nearly network performance whom do southern. congress,FALSE,26-02-2020 17:40,laura91,864
7d9fee8d-fd40-4043-ae36-bb5b38a78546,Tree red again plan agreement those low wear could clearly list choose. policy,FALSE,04-07-2020 17:14,jonesfrances,63
a94a8384-ada2-4cf1-9ee3-dae5d33dd4b5,Throughout scene beyond board idea nation figure find everybody forward hope dream quickly. debate,FALSE,17-02-2019 22:14,dwilson,438
e6be2ae0-0421-4c5d-8a0c-642bfa31d41f,Technology sell morning step watch himself experience number black turn. campaign,TRUE,30-08-2020 12:32,greendustin,477
72f51392-3ca1-483a-ac9e-60d648caf30f,Boy leave century fall choose stand bring try bill night easy school. policy,TRUE,02-12-2021 04:36,victor13,844
d9f794d6-2757-4b44-9583-3741e46b3d91,Wide near reason thousand factor your owner find. rally,TRUE,27-03-2021 20:34,wturner,894
a012a20a-ee25-4bca-b63f-24133d5b7966,Consider join because check blue point white along. policy,TRUE,10-01-2021 17:39,mccarthyjose,377
391ac272-c947-4e23-9cdc-d4942b6c7c3b,Responsibility resource reality meeting too offer store course word energy painting follow. climate change,FALSE,21-11-2019 14:40,mmurillo,639
3fe7f065-7ce0-4938-9a4d-270ea51079ea,Citizen any trouble ready current after. debate,TRUE,10-09-2020 15:08,bcook,359
7b5c7f77-923f-414e-9253-13a73d3cabcc,Picture add trial southern class fund issue accept. tax,TRUE,27-11-2021 02:25,dianareyes,584
b5ceda77-eece-4b2b-b794-c856583e9f71,Size along who movement section far state yet without build school. healthcare,FALSE,26-03-2022 05:53,vanessa47,857
e993e2b9-0305-4074-8bde-55d4e9bf4f8d,Bag including customer get purpose per. vote,TRUE,18-01-2020 16:34,annesmith,460
e91999c0-6a36-428c-8283-3904b383fd51,Cost reflect song the behavior scientist else worker court short. rally,FALSE,05-12-2019 00:05,valerie40,199
4f918f2d-076b-45d9-9b22-0194fcf0bf12,Describe audience happy executive peace include station get maybe benefit best special on. senate,TRUE,21-03-2020 02:24,alejandrabuchanan,390
8ed0e550-5965-493c-88f7-9dbbe8595c38,Certain total teacher air wide meet expert foreign reality. democracy,FALSE,25-08-2020 19:24,brooksscott,818
986fd347-d3df-48ce-adcb-8c9c00aaccc5,Strong television smile true surface them I finish west physical. foreign policy,FALSE,23-02-2023 05:15,alan28,689
ad4ddb5d-39bf-4cd4-8802-45047a0132c1,Whole protect population two hard eight employee significant understand whole. healthcare,FALSE,28-06-2023 12:01,brownmatthew,31
19b45fd3-56e2-495e-80ed-415d1f1ea8f1,Decision also type realize finish beautiful water why hard. rally,FALSE,01-09-2023 07:05,gregory98,801
264573fc-7fc4-41f8-9d90-af5a7b539020,Cultural shoulder skin something energy happen story wrong bank audience. debate,TRUE,03-12-2023 16:45,dawnroman,937
a267c790-ccd1-4f4f-b8f8-8fa1fb1c0117,Bank within example job well side Congress series glass. government,TRUE,16-03-2023 16:03,denniswilliams,94
22509204-ecfe-43f2-bb25-a6fc51a47c9d,Huge until visit report term concern improve media husband. climate change,FALSE,18-10-2022 17:50,johnsonjenny,198
9eb5e289-7748-4f96-b537-5d117d56e6e1,Future note week indeed plan while position firm challenge positive political move senior. policy,TRUE,24-04-2023 05:06,millerashley,344
a7977c31-98fa-4a5b-9567-1a2a030c4c54,Painting worry system over sign admit fly current year yeah case billion. tax,TRUE,02-08-2019 13:21,brittany14,379
cc841ba9-e4bd-4fa5-b5b7-9046a14959bf,Culture something find point she this pretty level. president,FALSE,20-11-2022 15:13,katrina86,539
cbc515b4-cac0-489b-a1b7-4712342fa219,Former sister compare yeah official major church head attorney real Congress each public. vote,TRUE,23-04-2020 03:47,snyderjessica,775
7a915cb9-633d-4f81-bf9f-2c9e75e726fe,Fine able my down sell hotel which experience rock speak president. senate,FALSE,29-03-2020 18:48,rshepherd,744
2f40cf6a-2e45-4699-b52b-a34828fb69ca,Give head person able whose team manage none military guy style tree. campaign,FALSE,31-05-2022 09:56,robinsonashley,645
f1a3526b-8b34-4783-b18b-497a55032d0a,Ball war usually old big outside coach. immigration,TRUE,23-03-2020 11:05,downsmary,329
63f0e44c-bb8e-4e49-a1b9-628c545b3fe7,Himself word somebody chair bar hard affect president place last create. foreign policy,FALSE,15-04-2020 08:42,margaretcarter,780
e23b1258-5395-46e5-a696-64ce96bb8a1f,Anyone country much thing not picture cover whole no most rule step. immigration,FALSE,19-01-2022 07:59,deanna67,827
3e22f77d-b17f-4026-92cb-53f67aa73ec6,Game standard their attention that we reduce program action movie gas full dinner about. government,FALSE,21-11-2019 02:43,ashleyburke,371
40565c4d-ab98-4b7b-8f65-d546ad1de547,Put region figure time bill experience able week enter join. healthcare,TRUE,30-12-2020 00:08,xwhite,977
dd999a06-2e47-4412-a22d-2c6d53cd24e9,Thank remain way five tough all claim model address daughter. senate,FALSE,25-11-2021 10:34,elizabethriley,545
b909f933-54ad-499a-9b0d-a5e33e1df8e4,Perhaps nice event model leave will. debate,FALSE,19-07-2022 09:57,wagnerellen,507
d2a0fefb-1b89-4d88-968b-bf82bcc21a7f,Truth mission various skin security film south. campaign,TRUE,04-08-2023 13:40,ellismatthew,25
67b09ff4-dc24-45ed-a07a-989e766e6289,Newspaper situation plan her hot official forward front maybe article throughout. vote,FALSE,05-03-2023 01:11,zkennedy,530
a6531ac7-a6e6-4b3d-9dbd-3e9c0b9ac0ef,Include scene public clearly career age cut great war condition thousand. senate,TRUE,16-08-2020 07:52,ejenkins,741
6dcc1b95-77f7-498c-b7d0-20329b2906d0,Officer ok find he doctor short from number poor father training. economy,TRUE,09-06-2021 17:58,cainkatie,430
717b57bb-2c03-4c48-94f8-d80830d887d5,Strong billion very responsibility study six unit operation no. healthcare,FALSE,26-11-2022 03:44,bryan14,905
acbca783-ac2a-484f-af13-f82803db8895,During second fear fire third four realize she. vote,FALSE,07-01-2023 03:12,pearsonleslie,270
6a5c1346-10a1-4ea1-8cb9-25d41642f5ed,Chance for budget power section fact poor service. economy,FALSE,15-08-2022 00:59,fnguyen,545
7851f05c-cfb8-467d-90b0-ca929fe7eca8,Article sort behavior in watch common after guess form. democracy,FALSE,18-08-2023 10:24,quinnsamuel,73
dca4b3ca-65d0-44d6-841d-6022b1f393ae,Every task government rich what writer wish. policy,FALSE,24-06-2023 04:17,cole09,900
6c1e9c75-f2b4-42b5-9d0c-f8fa27e08b6d,Oil window first wife trip edge west a toward movement. protest,FALSE,25-11-2019 10:28,aliceramirez,895
83e9449e-9391-451f-9d0c-5c807e17a356,Test road six service nor actually film show set five. senate,FALSE,28-06-2023 07:26,morrisandrew,687
